PARAGRAPH NUMBER	ENTITY TYPE	ENTITY	CO-OCCURRING NOUNS	CO-OCCURRING ADJECTIVES	CO-OCCURRING VERBS	VALENCE	AROUSAL	DOMINANCE	SENTENCE
216	LOCATION	the tower	gate;hole;side	last;tiny;more	be;look;consent;make;say;determine	5.68692307692	4.07538461538	5.79153846154	But the more they said the more determined she was, and at last they consented to make a tiny hole in the tower on the side that looked towards the city gates.
216	LOCATION	the city	gate;hole;side	last;tiny;more	be;look;consent;make;say;determine	5.68692307692	4.07538461538	5.79153846154	But the more they said the more determined she was, and at last they consented to make a tiny hole in the tower on the side that looked towards the city gates.
218	PERSON	Princess	nobody;wit;sight		marry;determine;lose	6.21857142857	4.63571428571	5.77	At the sight of him the Princess lost her wits entirely, and determined that Fanfaronade and nobody else would she marry.
218	PERSON	Fanfaronade	nobody;wit;sight		marry;determine;lose	6.21857142857	4.63571428571	5.77	At the sight of him the Princess lost her wits entirely, and determined that Fanfaronade and nobody else would she marry.
219	PERSON	Fanfaronade	sweetmeat;anybody;water;roast;chicken;bread	sure	be;please;share	5.979	3.782	5.841	I am sure that bread and water shared with Fanfaronade will please me far better than roast chicken and sweetmeats with anybody else."
221	LOCATION	the palace	ambassador;daughter		start;arrive;fetch	6.14142857143	4.64142857143	5.80571428571	As soon as the ambassador arrived at the palace, the Queen started to fetch her daughter.
221	PERSON	Queen	ambassador;daughter		start;arrive;fetch	6.14142857143	4.64142857143	5.80571428571	As soon as the ambassador arrived at the palace, the Queen started to fetch her daughter.
222	PERSON	Princess	flower;sweetmeat;shower;window;street;basket;lady;carpet	full	be;see;spread;pass;carry;wait	6.14823529412	3.67941176471	5.68647058824	All the streets were spread with carpets, and the windows were full of ladies who were waiting to see the Princess, and carried baskets of flowers and sweetmeats to shower upon her as she passed.
223	PERSON	Princess	treasure;distaff;wood;cedar;something;spinning-wheel;fairy	new;charming	say;look;send;find	6.344375	4.458125	5.86125	The Princess sent to each of the fairies a new spinning-wheel with a distaff of cedar wood, and the Queen said she must look through her treasures and find something very charming to send them also.
223	PERSON	Queen	treasure;distaff;wood;cedar;something;spinning-wheel;fairy	new;charming	say;look;send;find	6.344375	4.458125	5.86125	The Princess sent to each of the fairies a new spinning-wheel with a distaff of cedar wood, and the Queen said she must look through her treasures and find something very charming to send them also.
225	PERSON	Fairy	joke;s;air;peal;carabosse;laughter	unpleasant	be;ring;guess;mock	5.914	4.581	5.445	And then peals of mocking laughter rang through the air, and they guessed that this was another of the Fairy Carabosse"s unpleasant jokes.
226	PERSON	Queen	shoulder;s;omen;scarf	black;evil	be;pull;nail;try;cling;seem;terrify	5.17611111111	4.16888888889	5.07055555556	The Queen was terrified at such an evil omen, and tried to pull the black scarf from the Princess"s shoulders, but it really seemed as if it must be nailed on, it clung so closely.
226	PERSON	Princess	shoulder;s;omen;scarf	black;evil	be;pull;nail;try;cling;seem;terrify	5.17611111111	4.16888888889	5.07055555556	The Queen was terrified at such an evil omen, and tried to pull the black scarf from the Princess"s shoulders, but it really seemed as if it must be nailed on, it clung so closely.
227	PERSON	Princess	curtsey;bow;embarrassment;part;time;side	evident;several;low;least	relieve;remember;make;drop;stop;say;gain;think	5.518125	3.914375	5.53125	To gain time to remember at least part of it, he made several low bows to the Princess, who on her side dropped half-a-dozen curtseys without stopping to think, and then said, to relieve his evident embarrassment:
229	PERSON	Princess	hand		say;conduct;offer	6.066	4.194	6.012	Then he offered his hand to conduct the Princess, and she said softly:
231	LOCATION	the palace	cheek;daughter		say;reach;kiss	6.31428571429	4.48857142857	5.78428571429	When they reached the palace the King kissed his daughter on both cheeks, and said:
231	PERSON	the King	cheek;daughter		say;reach;kiss	6.31428571429	4.48857142857	5.78428571429	When they reached the palace the King kissed his daughter on both cheeks, and said:
232	PERSON	King Merlin	ambassador;s;lambkin;behalf;son	little;willing;great	be;marry;come;fetch;have	6.145	4.08166666667	5.7075	"My little lambkin, are you willing to marry the great King Merlin"s son, for this Ambassador has come on his behalf to fetch you?"
233	PERSON	Princess	curtsey;sire		say;drop;please	5.632	4.612	5.582	"If you please, sire," said the Princess, dropping a curtsey.
234	PERSON	Queen	banquet		consent;say;let;prepare;be	5.92625	4.1525	6.04	"I consent also," said the Queen; "so let the banquet be prepared."
235	PERSON	Mayblossom	everybody;everything;speed		be;forget;feast;look;do	5.94857142857	4.28857142857	5.65428571429	This was done with all speed, and everybody feasted except Mayblossom and Fanfaronade, who looked at one another and forgot everything else.
235	PERSON	Fanfaronade	everybody;everything;speed		be;forget;feast;look;do	5.94857142857	4.28857142857	5.65428571429	This was done with all speed, and everybody feasted except Mayblossom and Fanfaronade, who looked at one another and forgot everything else.
236	PERSON	Princess	nothing;fanfaronade;mouse;lover	wide-awake	be;see;fear;say	5.995	4.6975	5.45	Only the lovers were as wide-awake as mice, and the Princess, seeing that there was nothing to fear, said to Fanfaronade:
238	PERSON	Fanfaronade		long	do;answer;like;be;go;ask;care	6.491	4.06	5.927	Fanfaronade asked the Princess where she would like to go, but she only answered that she did not care where she went as long as he was with her.
238	PERSON	Princess		long	do;answer;like;be;go;ask;care	6.491	4.06	5.927	Fanfaronade asked the Princess where she would like to go, but she only answered that she did not care where she went as long as he was with her.
240	LOCATION	Squirrel Island	case;anyone	lonely	answer;go;follow;have;be	5.55777777778	4.09	5.32777777778	"Oh, in that case," she answered, "we had better go to Squirrel Island; it is lonely enough, and too far off for anyone to follow us there."
241	LOCATION	Squirrel Island	boatman	old	order;steer	5.49333333333	4.175	5.70833333333	So she ordered the old boatman to steer for Squirrel Island.
242	PERSON	Queen	cellar;handkerchief;hunting;stove;place;garret;wardrobe		be;run;look;scurry;find	5.6025	4.053125	5.54	Then there was a scurrying hither and thither, and a hunting everywhere: they looked into every place, from the wardrobes to the stoves, and the Queen herself ran about from the garret to the cellar, but the handkerchief was nowhere to be found.
243	PERSON	the King	box;dagger;handkerchief;number;hair;thing;chest;key;beard	curious;valuable	be;tear;have;lose;open;find	5.52296296296	4.13925925926	5.69740740741	They opened boxes and chests of which the keys had been lost for a hundred years, and found numbers of curious things, but not the dagger, and the King tore his beard, and the Queen tore her hair, for the handkerchief and the dagger were the most valuable things in the kingdom.
243	PERSON	Queen	box;dagger;handkerchief;number;hair;thing;chest;key;beard	curious;valuable	be;tear;have;lose;open;find	5.52296296296	4.13925925926	5.69740740741	They opened boxes and chests of which the keys had been lost for a hundred years, and found numbers of curious things, but not the dagger, and the King tore his beard, and the Queen tore her hair, for the handkerchief and the dagger were the most valuable things in the kingdom.
243	LOCATION	the kingdom	box;dagger;handkerchief;number;hair;thing;chest;key;beard	curious;valuable	be;tear;have;lose;open;find	5.52296296296	4.13925925926	5.69740740741	They opened boxes and chests of which the keys had been lost for a hundred years, and found numbers of curious things, but not the dagger, and the King tore his beard, and the Queen tore her hair, for the handkerchief and the dagger were the most valuable things in the kingdom.
244	PERSON	the King	search	hopeless	be;see;say	5.00166666667	4.14333333333	5.07	When the King saw that the search was hopeless he said:
246	PERSON	Princess	everybody;terror;page;confusion	greatest	be;appear;do;say;come;look	5.46727272727	4.21909090909	5.41636363636	When she came to herself everybody was looking for the Princess in the greatest terror and confusion, but as she did not appear, the King said to his page:
246	PERSON	the King	everybody;terror;page;confusion	greatest	be;appear;do;say;come;look	5.46727272727	4.21909090909	5.41636363636	When she came to herself everybody was looking for the Princess in the greatest terror and confusion, but as she did not appear, the King said to his page:
247	PERSON	Fanfaronade	ambassador;news;corner	doubtless;sad	go;be;find;tell	5.34555555556	3.67333333333	5.08222222222	"Go and find the Ambassador Fanfaronade, who is doubtless asleep in some corner, and tell him the sad news."
248	PERSON	Fanfaronade	dagger;page;neck-handkerchief	more	be;hunt;find	5.82285714286	4.30571428571	5.64	So the page hunted hither and thither, but Fanfaronade was no more to be found than the Princess, the dagger, or the neck-handkerchief!
248	PERSON	Princess	dagger;page;neck-handkerchief	more	be;hunt;find	5.82285714286	4.30571428571	5.64	So the page hunted hither and thither, but Fanfaronade was no more to be found than the Princess, the dagger, or the neck-handkerchief!
249	PERSON	the King	end;speech;silence;time		be;prepare;keep;have;follow;order;speak	5.585625	3.671875	5.654375	As he had not had time to prepare his speech beforehand, the King ordered that silence should be kept for three hours, and at the end of that time he spoke as follows:
250	PERSON	Fanfaronade	thing;daughter;subject	other	do;advise;recover;have	5.613	4.11	5.723	Advise me, then, my dear subjects, what had I better do to recover my daughter, Fanfaronade, and the other things."
251	PERSON	the King	everybody;prime;answer;speech;minister	eloquent	be;do;make;admire;know;have	6.11466666667	3.92466666667	6.05666666667	This was the most eloquent speech the King had been known to make, and when everybody had done admiring it the Prime Minister made answer:
253	PERSON	Princess Mayblossom	ambassador;love		be;fall;believe;think;bring	6.062	4.373	5.597	Believe me, the Princess Mayblossom was far too well brought up to think of falling in love with an Ambassador."
254	PERSON	Cocked-Hat	admiral		interrupt;cry	3.76	4.62	4.05666666667	But the Admiral Cocked-Hat interrupted her, crying:
255	PERSON	Fanfaronade	doubt	good-for-nothing	be;run;let;have	5.76	4.23571428571	5.21714285714	"Let us be off after this good-for-nothing Fanfaronade, for with out a doubt he has run away with our Princess."
255	PERSON	Princess	doubt	good-for-nothing	be;run;let;have	5.76	4.23571428571	5.21714285714	"Let us be off after this good-for-nothing Fanfaronade, for with out a doubt he has run away with our Princess."
257	LOCATION	the sea	kingdom;other;drum;beating;crowd		blow;run;cry;collect;embark;trumpet	5.73307692308	4.32923076923	5.49769230769	So while some embarked upon the sea, the others ran from kingdom to kingdom beating drums and blowing trumpets, and wherever a crowd collected they cried:
